race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202642092403,4,トウヤレイク,1,1.2,5,クアダングル,2,タカイチイーロン,3,ハヤネ,6,ラグーンリアン,120円,1人気
202642092404,5,デンデンデングリ,3,5.5,1,イヴァンカ,2,フィスカルス,4,レガロパラユー,6,ゴシップコラム,550円,3人気
202642092405,5,テレンティウス,2,2.6,6,ジーティーウタマロ,3,ブラックハニー,10,ラブミーヘンリー,8,ヴェントベローチェ,260円,2人気
202642092406,12,マカンコーサッポー,2,3.8,8,ダイメイナガス,10,ゴールドボード,5,サンドバンブー,11,メグ,380円,2人気
202642092407,5,マチルダ,3,3.9,4,タマモコンペイトウ,8,ミノリチャン,2,ユウユウプレゼンス,10,グァンダオ,390円,3人気
202642092408,2,ワイルドウルル,2,7.2,5,フライトドクター,7,インチャージ,4,スモモサンジョ,8,ブリザードキャット,720円,2人気
202642092409,4,トランキルライト,4,5.4,10,レイナバローズ,3,エニーサンダー,2,アパショナード,8,パロサント,540円,4人気
202642092410,3,ブレイヴルーラー,10,55.8,7,リブートパワー,10,サラサチャレンジ,11,ゴールドソニック,4,エスケントバゴ,"5,580円",10人気
202642092411,4,エアポートライナー,1,2.1,5,ケンアトラス,12,トノパー,1,ウインドフレイバー,3,シェナノパリオ,210円,1人気
202642092412,10,ビーチガール,9,19.5,2,ユメデアエタラ,6,ゴールドキッド,8,テーオーダムール,3,ルミナヴィクター,"1,950円",9人気
202647092401,9,シーズンインザサン,1,1.1,3,サツキマーメイド,2,カツノアッパレ,4,スピアザキック,7,オルン,110円,1人気
202647092402,5,ヒャクレツケン,3,6.6,6,センリョウヤクシャ,8,イバラヒメ,7,ポルタシャーンス,4,ミスマリーゴールド,660円,3人気
202647092403,5,レイノルズナンバー,1,1.4,7,ジルコンテソーロ,4,ブッチギレ,1,マルキスト,3,ルッソクイーン,140円,1人気
202647092404,4,ヒルノジェノヴァ,1,1.5,7,キタノコウセイ,6,オパールテソーロ,1,アーラ,8,ヤマジュンヤング,150円,1人気
202647092405,8,トゥレイス,1,1.0,2,ベストロマンス,3,ハヤテノオジョー,7,オカノストーム,1,ホープレイジング,100円,1人気
202647092406,5,カーシュジアン,3,5.2,8,クリチャーシシー,3,リリアンファスト,10,サブノフクムスメ,9,ニホンピロベスパー,520円,3人気
202647092407,2,エイシンジャンブル,2,2.6,5,モーモーブラウン,1,チュウワアスコット,9,カミガミノウタゲ,7,メイショウトサンコ,260円,2人気
202647092408,8,ラヴァーズブルー,1,1.0,1,ゴーダンシング,4,チャーミングドール,7,ヒロノエクスカリバ,3,チュウワジョーダン,100円,1人気
202647092409,6,ヤマニンエイドロン,6,9.9,8,クリングラー,2,カントゥータ,4,メモリーフィルム,3,キタノヒコボシ,990円,6人気
202647092410,8,アイオンザボール,1,2.5,5,コパノランサー,7,サンモスクテール,1,エンシェントダンス,9,グレートジーンズ,250円,1人気
202647092411,10,ホーリーホック,1,2.5,2,モーモーレインボー,8,エールミネルヴァ,4,トーホウジェンマ,7,ジョリーメモリー,250円,1人気
202650092401,6,タッタタラリラ,5,11.7,10,サクラトップロール,2,フドウミョウオウ,5,リザンテラ,4,ハワイアンセーラ,"1,170円",5人気
202650092402,7,マミーユウガ,1,1.4,4,タイムリミット,1,ディーノエンジュ,5,ヴェリタレガーメ,6,タイガーウィザード,140円,1人気
202650092403,8,ベストオブキング,1,2.1,9,サトノグラン,7,メタルメタリカ,3,カドサンガンバル,6,ケンシロウニセイ,210円,1人気
202650092404,2,メイショウライズ,1,1.4,5,オーシンエンジェル,6,アクイール,8,スマートイザナミ,3,ナムラデュラン,140円,1人気
202650092405,8,アイルヴィータ,3,8.1,10,シャインシュシュ,2,フレイムフォース,7,コンバットモモヒメ,3,エイシンビクーニャ,810円,3人気
202650092406,3,スパイウェア,2,5.9,12,カツ,11,クレスコウェイ,5,シェナホープ,1,ハンバーグハマー,590円,2人気
202650092407,3,エーピーポエティス,2,4.0,1,ゴールデンロンドン,7,カクヘン,4,フィフスドア,8,ヴァイスリヒト,400円,2人気
202650092408,2,ラガークイン,1,2.0,10,アカオー,8,ピエナフェリーチェ,6,エイシンジザイテン,5,エイシンピサロ,200円,1人気
202650092409,2,レイアンドダンス,3,5.1,7,ダイヤグラフ,6,ライトピラー,4,ホクザンゴールド,5,オズモポリタン,510円,3人気
202650092410,8,メイショウジンソウ,2,3.2,7,サンオブザサン,3,ハイランダー,2,ヴィクトリーアイ,1,ヒカ,320円,2人気
202650092411,3,パズー,2,4.1,11,ファンシンレディー,5,マーブルヘイロー,8,エズヴィラージュ,4,ダノンワンナップ,410円,2人気
202650092412,8,ソシジ,2,3.5,10,ヴァンセゾニエ,6,テクノエクスプレス,9,ミストルティン,4,アサメシマエ,350円,2人気
