race_id,bet_type,stake,return
202650073111,単勝,500,110
202650073111,複勝,500,200
202650073111,枠連,0,0
202650073111,馬連,1000,180
202650073111,ワイド,1000,130
202650073111,馬単,2000,170
202650073111,3連複,1000,0
202650073111,3連単,6000,0
202654080101,単勝,500,3090
202654080101,複勝,500,610
202654080101,枠連,0,0
202654080101,馬連,1000,3780
202654080101,ワイド,1000,1740
202654080101,馬単,2000,12610
202654080101,3連複,1000,2510
202654080101,3連単,6000,31220
202654080102,単勝,500,150
202654080102,複勝,500,240
202654080102,枠連,0,0
202654080102,馬連,1000,420
202654080102,ワイド,1000,250
202654080102,馬単,2000,590
202654080102,3連複,1000,0
202654080102,3連単,6000,0
202654080103,単勝,500,300
202654080103,複勝,500,550
202654080103,枠連,0,0
202654080103,馬連,1000,1520
202654080103,ワイド,1000,1170
202654080103,馬単,2000,2370
202654080103,3連複,1000,1350
202654080103,3連単,6000,8340
202654080104,単勝,500,420
202654080104,複勝,500,350
202654080104,枠連,0,0
202654080104,馬連,1000,0
202654080104,ワイド,1000,350
202654080104,馬単,2000,0
202654080104,3連複,1000,0
202654080104,3連単,6000,0
202654080105,単勝,500,1930
202654080105,複勝,500,420
202654080105,枠連,0,0
202654080105,馬連,1000,0
202654080105,ワイド,1000,0
202654080105,馬単,2000,0
202654080105,3連複,1000,0
202654080105,3連単,6000,0
202654080106,単勝,500,0
202654080106,複勝,500,380
202654080106,枠連,0,0
202654080106,馬連,1000,0
202654080106,ワイド,1000,460
202654080106,馬単,2000,0
202654080106,3連複,1000,0
202654080106,3連単,6000,0
202654080107,単勝,500,470
202654080107,複勝,500,410
202654080107,枠連,0,0
202654080107,馬連,1000,260
202654080107,ワイド,1000,860
202654080107,馬単,2000,1280
202654080107,3連複,1000,900
202654080107,3連単,6000,5230
202654080108,単勝,500,860
202654080108,複勝,500,550
202654080108,枠連,0,0
202654080108,馬連,1000,0
202654080108,ワイド,1000,950
202654080108,馬単,2000,0
202654080108,3連複,1000,0
202654080108,3連単,6000,0
202654080109,単勝,500,0
202654080109,複勝,500,180
202654080109,枠連,0,0
202654080109,馬連,1000,0
202654080109,ワイド,1000,0
202654080109,馬単,2000,0
202654080109,3連複,1000,0
202654080109,3連単,6000,0
202654080110,単勝,500,210
202654080110,複勝,500,230
202654080110,枠連,0,0
202654080110,馬連,1000,0
202654080110,ワイド,1000,210
202654080110,馬単,2000,0
202654080110,3連複,1000,0
202654080110,3連単,6000,0
202654080111,単勝,500,540
202654080111,複勝,500,520
202654080111,枠連,0,0
202654080111,馬連,1000,2410
202654080111,ワイド,1000,950
202654080111,馬単,2000,4680
202654080111,3連複,1000,0
202654080111,3連単,6000,0
202635080201,単勝,500,110
202635080201,複勝,500,380
202635080201,枠連,0,0
202635080201,馬連,1000,110
202635080201,ワイド,1000,770
202635080201,馬単,2000,120
202635080201,3連複,1000,320
202635080201,3連単,6000,430
202635080202,単勝,500,780
202635080202,複勝,500,370
202635080202,枠連,0,0
202635080202,馬連,1000,0
202635080202,ワイド,1000,440
202635080202,馬単,2000,0
202635080202,3連複,1000,0
202635080202,3連単,6000,0
202635080203,単勝,500,0
202635080203,複勝,500,400
202635080203,枠連,0,0
202635080203,馬連,1000,0
202635080203,ワイド,1000,510
202635080203,馬単,2000,0
202635080203,3連複,1000,0
202635080203,3連単,6000,0
202635080204,単勝,500,210
202635080204,複勝,500,360
202635080204,枠連,0,0
202635080204,馬連,1000,270
202635080204,ワイド,1000,770
202635080204,馬単,2000,680
202635080204,3連複,1000,770
202635080204,3連単,6000,3160
202635080205,単勝,500,1890
202635080205,複勝,500,660
202635080205,枠連,0,0
202635080205,馬連,1000,5830
202635080205,ワイド,1000,2260
202635080205,馬単,2000,13320
202635080205,3連複,1000,3100
202635080205,3連単,6000,45990
202635080206,単勝,500,190
202635080206,複勝,500,140
202635080206,枠連,0,0
202635080206,馬連,1000,0
202635080206,ワイド,1000,0
202635080206,馬単,2000,0
202635080206,3連複,1000,0
202635080206,3連単,6000,0
202635080207,単勝,500,200
202635080207,複勝,500,730
202635080207,枠連,0,0
202635080207,馬連,1000,1430
202635080207,ワイド,1000,3460
202635080207,馬単,2000,1960
202635080207,3連複,1000,3450
202635080207,3連単,6000,12570
202635080208,単勝,500,0
202635080208,複勝,500,310
202635080208,枠連,0,0
202635080208,馬連,1000,0
202635080208,ワイド,1000,0
202635080208,馬単,2000,0
202635080208,3連複,1000,0
202635080208,3連単,6000,0
202635080209,単勝,500,350
202635080209,複勝,500,350
202635080209,枠連,0,0
202635080209,馬連,1000,200
202635080209,ワイド,1000,610
202635080209,馬単,2000,570
202635080209,3連複,1000,340
202635080209,3連単,6000,1730
202635080210,単勝,500,130
202635080210,複勝,500,320
202635080210,枠連,0,0
202635080210,馬連,1000,490
202635080210,ワイド,1000,330
202635080210,馬単,2000,610
202635080210,3連複,1000,0
202635080210,3連単,6000,0
202635080211,単勝,500,100
202635080211,複勝,500,520
202635080211,枠連,0,0
202635080211,馬連,1000,900
202635080211,ワイド,1000,450
202635080211,馬単,2000,920
202635080211,3連複,1000,0
202635080211,3連単,6000,0
202635080212,単勝,500,0
202635080212,複勝,500,200
202635080212,枠連,0,0
202635080212,馬連,1000,0
202635080212,ワイド,1000,130
202635080212,馬単,2000,0
202635080212,3連複,1000,0
202635080212,3連単,6000,0
202643080201,単勝,500,1290
202643080201,複勝,500,420
202643080201,枠連,0,0
202643080201,馬連,1000,570
202643080201,ワイド,1000,340
202643080201,馬単,2000,2960
202643080201,3連複,1000,0
202643080201,3連単,6000,0
202643080202,単勝,500,0
202643080202,複勝,500,120
202643080202,枠連,0,0
202643080202,馬連,1000,0
202643080202,ワイド,1000,0
202643080202,馬単,2000,0
202643080202,3連複,1000,0
202643080202,3連単,6000,0
202643080203,単勝,500,270
202643080203,複勝,500,290
202643080203,枠連,0,0
202643080203,馬連,1000,230
202643080203,ワイド,1000,390
202643080203,馬単,2000,530
202643080203,3連複,1000,170
202643080203,3連単,6000,800
202643080204,単勝,500,0
202643080204,複勝,500,110
202643080204,枠連,0,0
202643080204,馬連,1000,0
202643080204,ワイド,1000,0
202643080204,馬単,2000,0
202643080204,3連複,1000,0
202643080204,3連単,6000,0
202643080205,単勝,500,0
202643080205,複勝,500,140
202643080205,枠連,0,0
202643080205,馬連,1000,0
202643080205,ワイド,1000,0
202643080205,馬単,2000,0
202643080205,3連複,1000,0
202643080205,3連単,6000,0
202643080206,単勝,500,210
202643080206,複勝,500,230
202643080206,枠連,0,0
202643080206,馬連,1000,0
202643080206,ワイド,1000,220
202643080206,馬単,2000,0
202643080206,3連複,1000,0
202643080206,3連単,6000,0
202643080207,単勝,500,760
202643080207,複勝,500,170
202643080207,枠連,0,0
202643080207,馬連,1000,0
202643080207,ワイド,1000,0
202643080207,馬単,2000,0
202643080207,3連複,1000,0
202643080207,3連単,6000,0
202643080208,単勝,500,1100
202643080208,複勝,500,770
202643080208,枠連,0,0
202643080208,馬連,1000,7170
202643080208,ワイド,1000,2370
202643080208,馬単,2000,13220
202643080208,3連複,1000,0
202643080208,3連単,6000,0
202643080209,単勝,500,450
202643080209,複勝,500,380
202643080209,枠連,0,0
202643080209,馬連,1000,0
202643080209,ワイド,1000,570
202643080209,馬単,2000,0
202643080209,3連複,1000,0
202643080209,3連単,6000,0
202643080210,単勝,500,0
202643080210,複勝,500,470
202643080210,枠連,0,0
202643080210,馬連,1000,0
202643080210,ワイド,1000,790
202643080210,馬単,2000,0
202643080210,3連複,1000,0
202643080210,3連単,6000,0
202643080211,単勝,500,240
202643080211,複勝,500,330
202643080211,枠連,0,0
202643080211,馬連,1000,0
202643080211,ワイド,1000,380
202643080211,馬単,2000,0
202643080211,3連複,1000,0
202643080211,3連単,6000,0
202643080212,単勝,500,120
202643080212,複勝,500,440
202643080212,枠連,0,0
202643080212,馬連,1000,280
202643080212,ワイド,1000,1110
202643080212,馬単,2000,410
202643080212,3連複,1000,1000
202643080212,3連単,6000,1760
202654080201,単勝,500,0
202654080201,複勝,500,220
202654080201,枠連,0,0
202654080201,馬連,1000,0
202654080201,ワイド,1000,150
202654080201,馬単,2000,0
202654080201,3連複,1000,0
202654080201,3連単,6000,0
202654080202,単勝,500,310
202654080202,複勝,500,550
202654080202,枠連,0,0
202654080202,馬連,1000,1020
202654080202,ワイド,1000,1540
202654080202,馬単,2000,1850
202654080202,3連複,1000,1990
202654080202,3連単,6000,8890
202654080203,単勝,500,0
202654080203,複勝,500,120
202654080203,枠連,0,0
202654080203,馬連,1000,0
202654080203,ワイド,1000,0
202654080203,馬単,2000,0
202654080203,3連複,1000,0
202654080203,3連単,6000,0
202654080204,単勝,500,130
202654080204,複勝,500,450
202654080204,枠連,0,0
202654080204,馬連,1000,200
202654080204,ワイド,1000,960
202654080204,馬単,2000,280
202654080204,3連複,1000,810
202654080204,3連単,6000,1340
202654080205,単勝,500,110
202654080205,複勝,500,200
202654080205,枠連,0,0
202654080205,馬連,1000,140
202654080205,ワイド,1000,120
202654080205,馬単,2000,160
202654080205,3連複,1000,0
202654080205,3連単,6000,0
202654080206,単勝,500,0
202654080206,複勝,500,170
202654080206,枠連,0,0
202654080206,馬連,1000,0
202654080206,ワイド,1000,0
202654080206,馬単,2000,0
202654080206,3連複,1000,0
202654080206,3連単,6000,0
202654080207,単勝,500,240
202654080207,複勝,500,450
202654080207,枠連,0,0
202654080207,馬連,1000,620
202654080207,ワイド,1000,880
202654080207,馬単,2000,1070
202654080207,3連複,1000,940
202654080207,3連単,6000,4090
202654080208,単勝,500,110
202654080208,複勝,500,270
202654080208,枠連,0,0
202654080208,馬連,1000,370
202654080208,ワイド,1000,220
202654080208,馬単,2000,440
202654080208,3連複,1000,0
202654080208,3連単,6000,0
202654080209,単勝,500,0
202654080209,複勝,500,200
202654080209,枠連,0,0
202654080209,馬連,1000,0
202654080209,ワイド,1000,120
202654080209,馬単,2000,0
202654080209,3連複,1000,0
202654080209,3連単,6000,0
202654080210,単勝,500,100
202654080210,複勝,500,420
202654080210,枠連,0,0
202654080210,馬連,1000,160
202654080210,ワイド,1000,1020
202654080210,馬単,2000,170
202654080210,3連複,1000,710
202654080210,3連単,6000,1380
202654080211,単勝,500,400
202654080211,複勝,500,390
202654080211,枠連,0,0
202654080211,馬連,1000,770
202654080211,ワイド,1000,410
202654080211,馬単,2000,1780
202654080211,3連複,1000,0
202654080211,3連単,6000,0
