race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202645082010,1,フジュム,3,4.5,2,グレイスカリヨン,7,ユメドリーム,6,ベアアスムイ,4,スティールウィル,450円,3人気
202645082011,13,エクロジャイト,1,1.3,6,サヨノフィールド,7,バリアントバイオ,10,シャンパンファイト,4,バックビート,130円,1人気
202645082012,13,ジーカンピオーネ,6,18.7,3,ブルーオーシャン,1,テセラグラディウス,4,オンナユメラク,9,テンノウズアイル,"1,870円",6人気
202648082001,3,ウインマデイラ,2,8.2,10,ヴェロシア,6,メイナンファスト,7,アウトリュコス,5,ジューンスマッシュ,820円,2人気
202648082002,8,アーデントアイ,1,1.5,7,シンクシビリティ,4,ケイツークルサード,3,ウインモアナ,6,クツシタオトシタ,150円,1人気
202648082003,8,アウラニ,1,1.5,10,インサラータ,3,ニキータ,12,ゴーゴーマンゴー,4,グレーターグレイ,150円,1人気
202648082004,11,ビップジョワ,4,7.1,3,ペプチドプラタ,6,マイネルスラーヴァ,4,ナムラキングダム,12,ツトムユニバース,710円,4人気
202648082005,11,ネオアリシア,3,7.3,10,ロジスクリーン,3,ソダチザカリ,9,スマートヌーメン,8,クールマーロウ,730円,3人気
202648082006,11,シヴァールバーニ,1,1.7,6,ザボドフスキー,5,スイートゥンビター,2,セブンスプリングス,4,ヒダサワヤカ,170円,1人気
202648082007,8,ナムラフィクサー,4,4.4,9,セイスイミリオン,4,サンフローリス,10,シャイニングウェイ,12,メイショウイチモン,440円,4人気
202648082008,1,ホウオウシーザー,1,3.4,3,モアサナイト,6,ラントリサント,8,フクノジョヴァンニ,11,リョウライライ,340円,1人気
202648082009,6,セットクルール,1,1.6,5,キャルベイクルーズ,4,ブライテン,1,ジャスパーノワール,2,ジェイエルバルカー,160円,1人気
202648082010,11,スターペスショウマ,1,1.2,4,コスモナッシュビル,10,タイセイフォルテ,8,エンジェルナンバー,2,ブルロッソ,120円,1人気
202648082011,12,ゴールデンリング,1,1.2,5,ハクサンパイオニア,8,ブライトファントム,3,スティールアクター,4,ラブミーテキーラ,120円,1人気
202648082012,7,ヘヴンリースカイ,2,4.2,1,アンファール,2,フローラルウェイ,5,ハタノグランクリュ,3,キーサーバー,420円,2人気
202650082001,9,スカリーワグ,3,6.8,10,オーシンボンバー,8,アイサマン,6,ドリームチェイサー,4,ガロ,680円,3人気
202650082002,3,インタールード,1,1.4,7,カツ,1,キョウワグロリア,8,ラブリーローラー,2,リクノインパクト,140円,1人気
202650082003,6,エイシンオキクルミ,3,5.4,5,トレジャーブルー,4,ワンダーアンジェ,1,ヌーヴォルミエール,2,メタルメタリカ,540円,3人気
202650082004,8,テルモピュライ,1,2.4,10,ナムラダニー,3,フッカツラヴ,7,バイオサファイア,4,シマノダイヤモンド,240円,1人気
202650082005,7,リゴートゥー,3,6.0,6,エーピーポエティス,9,カイラシ,4,スカイアクセル,1,ラブユーサクラ,600円,3人気
202650082006,8,ニシノミニョンヌ,6,26.1,7,ウエルカムキリシマ,9,メッチャエエヤン,6,エイラク,10,フークホワリエン,"2,610円",6人気
202650082007,10,ナムラオットー,2,4.7,9,アイムアクイーン,2,マットーネロッソ,6,ナリタゲッコウ,7,モイスチャー,470円,2人気
202650082008,4,アドワン,1,1.9,7,アシャカデュメ,5,ショートストップ,3,タガノウィリアム,1,ウインオーブ,190円,1人気
202650082009,10,チョウウマクイク,3,4.0,3,ベラジオラオウ,8,メイショウシュート,6,リングベルガール,4,ワンダーブレス,400円,3人気
202650082010,1,フェアリータイザン,1,3.3,2,スマッシュヒット,7,ベラジオアブロード,8,アイアンオバーカム,9,コモリボルダー,330円,1人気
202650082011,6,エコロボルト,2,4.2,9,ゼットスパンキー,4,トウタツ,10,レイフロレット,7,ドンカポノ,420円,2人気
202650082012,12,アラン,1,1.4,11,クリノクーチャン,4,マテンロウタイム,1,パリッドキャリア,2,テイケイウル,140円,1人気
