race_id,umaban,racecourse,surface,straight_m,uphill,running_style,corner4_rank,corner4_gap_lengths,corner4_speedup,finish_pos_num,rank_change,win,place2,place3
202601010104,3,札幌,芝,266.1,平坦,先,2.0,1.73,3.0,7,-5.0,0,0,0
202601010104,4,札幌,芝,266.1,平坦,先,4.0,3.39,3.0,3,1.0,0,0,1
202601010104,5,札幌,芝,266.1,平坦,先,14.0,9.94,1.0,11,3.0,0,0,0
202601010104,6,札幌,芝,266.1,平坦,逃,7.0,4.29,1.0,2,5.0,0,1,1
202601010104,7,札幌,芝,266.1,平坦,差,8.0,5.34,1.0,10,-2.0,0,0,0
202601010104,8,札幌,芝,266.1,平坦,差,3.0,1.81,3.0,6,-3.0,0,0,0
202601010104,9,札幌,芝,266.1,平坦,先,9.0,5.38,1.0,8,1.0,0,0,0
202601010104,10,札幌,芝,266.1,平坦,先,13.0,8.62,2.0,12,1.0,0,0,0
202601010104,11,札幌,芝,266.1,平坦,先,1.0,0.0,3.0,1,0.0,1,1,1
202601010104,12,札幌,芝,266.1,平坦,先,10.0,6.18,0.0,14,-4.0,0,0,0
202601010104,13,札幌,芝,266.1,平坦,差,6.0,3.87,2.0,13,-7.0,0,0,0
202601010104,14,札幌,芝,266.1,平坦,先,5.0,3.55,2.0,9,-4.0,0,0,0
202601010105,1,札幌,ダ,264.3,平坦,不明,1.0,0.0,3.0,1,0.0,1,1,1
202601010105,2,札幌,ダ,264.3,平坦,不明,2.0,1.07,1.0,3,-1.0,0,0,1
202601010105,3,札幌,ダ,264.3,平坦,不明,4.0,3.11,2.0,2,2.0,0,1,1
202601010105,4,札幌,ダ,264.3,平坦,不明,5.0,5.11,1.0,4,1.0,0,0,0
202601010105,5,札幌,ダ,264.3,平坦,不明,3.0,2.51,2.0,6,-3.0,0,0,0
202601010105,6,札幌,ダ,264.3,平坦,不明,6.0,9.94,1.0,5,1.0,0,0,0
202601010106,1,札幌,芝,266.1,平坦,差,5.0,2.7,3.0,5,0.0,0,0,0
202601010106,2,札幌,芝,266.1,平坦,逃,3.0,1.85,1.0,7,-4.0,0,0,0
202601010106,3,札幌,芝,266.1,平坦,逃,7.0,3.2,1.0,9,-2.0,0,0,0
202601010106,4,札幌,芝,266.1,平坦,差,14.0,9.94,2.0,3,11.0,0,0,1
202601010106,5,札幌,芝,266.1,平坦,差,12.0,7.75,2.0,4,8.0,0,0,0
202601010106,6,札幌,芝,266.1,平坦,先,6.0,3.2,2.0,8,-2.0,0,0,0
202601010106,7,札幌,芝,266.1,平坦,差,2.0,0.22,2.0,6,-4.0,0,0,0
202601010106,8,札幌,芝,266.1,平坦,逃,13.0,8.88,1.0,13,0.0,0,0,0
202601010106,9,札幌,芝,266.1,平坦,差,8.0,3.36,0.0,1,7.0,1,1,1
202601010106,10,札幌,芝,266.1,平坦,差,1.0,0.0,3.0,2,-1.0,0,1,1
202601010106,11,札幌,芝,266.1,平坦,差,9.0,3.95,1.0,12,-3.0,0,0,0
202601010106,12,札幌,芝,266.1,平坦,差,4.0,2.5,3.0,14,-10.0,0,0,0
202601010106,13,札幌,芝,266.1,平坦,追,11.0,7.14,2.0,11,0.0,0,0,0
202601010106,14,札幌,芝,266.1,平坦,差,10.0,4.54,3.0,10,0.0,0,0,0
202601010107,1,札幌,芝,266.1,平坦,逃,1.0,0.0,1.0,9,-8.0,0,0,0
202601010107,2,札幌,芝,266.1,平坦,差,13.0,8.89,3.0,3,10.0,0,0,1
202601010107,3,札幌,芝,266.1,平坦,差,9.0,6.52,2.0,5,4.0,0,0,0
202601010107,4,札幌,芝,266.1,平坦,逃,3.0,1.28,1.0,6,-3.0,0,0,0
202601010107,5,札幌,芝,266.1,平坦,差,15.0,10.13,3.0,11,4.0,0,0,0
202601010107,6,札幌,芝,266.1,平坦,先,11.0,7.93,3.0,12,-1.0,0,0,0
202601010107,7,札幌,芝,266.1,平坦,逃,2.0,1.18,1.0,2,0.0,0,1,1
202601010107,8,札幌,芝,266.1,平坦,先,8.0,5.58,2.0,14,-6.0,0,0,0
202601010107,9,札幌,芝,266.1,平坦,逃,6.0,4.47,2.0,7,-1.0,0,0,0
202601010107,10,札幌,芝,266.1,平坦,差,10.0,7.64,2.0,8,2.0,0,0,0
202601010107,11,札幌,芝,266.1,平坦,先,14.0,9.94,2.0,15,-1.0,0,0,0
202601010107,12,札幌,芝,266.1,平坦,先,4.0,1.82,3.0,4,0.0,0,0,0
202601010107,13,札幌,芝,266.1,平坦,先,5.0,4.23,2.0,1,4.0,1,1,1
202601010107,14,札幌,芝,266.1,平坦,差,12.0,8.88,0.0,10,2.0,0,0,0
202601010107,15,札幌,芝,266.1,平坦,差,7.0,5.29,1.0,13,-6.0,0,0,0
202601010108,1,札幌,ダ,264.3,平坦,先,2.0,0.74,1.0,4,-2.0,0,0,0
202601010108,2,札幌,ダ,264.3,平坦,差,5.0,5.37,3.0,12,-7.0,0,0,0
202601010108,3,札幌,ダ,264.3,平坦,差,10.0,8.51,1.0,6,4.0,0,0,0
202601010108,4,札幌,ダ,264.3,平坦,差,9.0,8.22,2.0,7,2.0,0,0,0
202601010108,5,札幌,ダ,264.3,平坦,差,12.0,9.94,3.0,3,9.0,0,0,1
202601010108,6,札幌,ダ,264.3,平坦,先,4.0,3.51,1.0,2,2.0,0,1,1
202601010108,7,札幌,ダ,264.3,平坦,逃,1.0,0.0,3.0,1,0.0,1,1,1
202601010108,8,札幌,ダ,264.3,平坦,差,11.0,8.8,2.0,9,2.0,0,0,0
202601010108,9,札幌,ダ,264.3,平坦,差,7.0,6.75,1.0,8,-1.0,0,0,0
202601010108,10,札幌,ダ,264.3,平坦,差,6.0,5.49,2.0,10,-4.0,0,0,0
202601010108,11,札幌,ダ,264.3,平坦,先,8.0,7.1,1.0,11,-3.0,0,0,0
202601010108,12,札幌,ダ,264.3,平坦,逃,3.0,2.26,2.0,5,-2.0,0,0,0
202601010109,1,札幌,芝,266.1,平坦,先,3.0,1.92,2.0,1,2.0,1,1,1
202601010109,2,札幌,芝,266.1,平坦,先,4.0,3.22,2.0,4,0.0,0,0,0
202601010109,3,札幌,芝,266.1,平坦,逃,1.0,0.0,3.0,9,-8.0,0,0,0
202601010109,4,札幌,芝,266.1,平坦,差,2.0,1.44,3.0,8,-6.0,0,0,0
202601010109,5,札幌,芝,266.1,平坦,差,6.0,5.35,3.0,5,1.0,0,0,0
202601010109,6,札幌,芝,266.1,平坦,差,9.0,8.5,2.0,10,-1.0,0,0,0
202601010109,7,札幌,芝,266.1,平坦,差,7.0,6.06,1.0,7,0.0,0,0,0
202601010109,8,札幌,芝,266.1,平坦,先,10.0,9.94,0.0,2,8.0,0,1,1
202601010109,9,札幌,芝,266.1,平坦,差,8.0,6.62,1.0,6,2.0,0,0,0
202601010109,10,札幌,芝,266.1,平坦,差,5.0,4.7,2.0,3,2.0,0,0,1
202601010110,1,札幌,芝,266.1,平坦,差,10.0,9.04,3.0,11,-1.0,0,0,0
202601010110,2,札幌,芝,266.1,平坦,先,8.0,7.91,1.0,8,0.0,0,0,0
202601010110,3,札幌,芝,266.1,平坦,差,11.0,9.94,3.0,3,8.0,0,0,1
202601010110,4,札幌,芝,266.1,平坦,先,7.0,6.06,2.0,5,2.0,0,0,0
202601010110,5,札幌,芝,266.1,平坦,先,1.0,0.0,2.0,1,0.0,1,1,1
202601010110,6,札幌,芝,266.1,平坦,差,6.0,4.81,3.0,4,2.0,0,0,0
202601010110,7,札幌,芝,266.1,平坦,差,4.0,4.3,3.0,2,2.0,0,1,1
202601010110,8,札幌,芝,266.1,平坦,差,9.0,8.11,3.0,9,0.0,0,0,0
202601010110,9,札幌,芝,266.1,平坦,先,2.0,2.45,1.0,7,-5.0,0,0,0
202601010110,10,札幌,芝,266.1,平坦,追,5.0,4.8,1.0,6,-1.0,0,0,0
202601010110,11,札幌,芝,266.1,平坦,逃,3.0,2.96,1.0,10,-7.0,0,0,0
202601010111,1,札幌,芝,266.1,平坦,差,10.0,6.45,2.0,5,5.0,0,0,0
202601010111,2,札幌,芝,266.1,平坦,差,7.0,3.89,2.0,10,-3.0,0,0,0
202601010111,3,札幌,芝,266.1,平坦,逃,1.0,0.0,1.0,3,-2.0,0,0,1
202601010111,4,札幌,芝,266.1,平坦,差,11.0,6.82,2.0,4,7.0,0,0,0
202601010111,5,札幌,芝,266.1,平坦,先,6.0,3.39,3.0,2,4.0,0,1,1
202601010111,6,札幌,芝,266.1,平坦,差,9.0,6.05,1.0,7,2.0,0,0,0
202601010111,7,札幌,芝,266.1,平坦,先,8.0,3.95,3.0,1,7.0,1,1,1
202601010111,8,札幌,芝,266.1,平坦,先,4.0,1.28,2.0,11,-7.0,0,0,0
202601010111,9,札幌,芝,266.1,平坦,先,3.0,0.91,0.0,8,-5.0,0,0,0
202601010111,10,札幌,芝,266.1,平坦,逃,2.0,0.66,2.0,12,-10.0,0,0,0
202601010111,11,札幌,芝,266.1,平坦,追,12.0,9.94,3.0,9,3.0,0,0,0
202601010111,12,札幌,芝,266.1,平坦,先,5.0,2.15,2.0,6,-1.0,0,0,0
202601010112,1,札幌,ダ,264.3,平坦,差,9.0,5.15,2.0,4,5.0,0,0,0
202601010112,2,札幌,ダ,264.3,平坦,差,7.0,4.77,2.0,10,-3.0,0,0,0
202601010112,3,札幌,ダ,264.3,平坦,差,4.0,2.65,1.0,9,-5.0,0,0,0
202601010112,4,札幌,ダ,264.3,平坦,差,8.0,4.87,2.0,7,1.0,0,0,0
202601010112,5,札幌,ダ,264.3,平坦,先,1.0,0.0,3.0,1,0.0,1,1,1
202601010112,6,札幌,ダ,264.3,平坦,差,6.0,4.07,3.0,11,-5.0,0,0,0
202601010112,7,札幌,ダ,264.3,平坦,逃,2.0,1.63,1.0,5,-3.0,0,0,0
202601010112,8,札幌,ダ,264.3,平坦,差,5.0,2.87,3.0,3,2.0,0,0,1
202601010112,9,札幌,ダ,264.3,平坦,先,3.0,2.23,2.0,2,1.0,0,1,1
202601010112,10,札幌,ダ,264.3,平坦,追,11.0,9.94,2.0,8,3.0,0,0,0
202601010112,11,札幌,ダ,264.3,平坦,差,10.0,6.83,0.0,6,4.0,0,0,0
202601010201,1,札幌,ダ,264.3,平坦,差,12.0,9.94,2.0,3,9.0,0,0,1
202601010201,2,札幌,ダ,264.3,平坦,先,7.0,3.31,0.0,2,5.0,0,1,1
202601010201,3,札幌,ダ,264.3,平坦,先,3.0,1.47,2.0,8,-5.0,0,0,0
202601010201,4,札幌,ダ,264.3,平坦,差,11.0,8.58,3.0,4,7.0,0,0,0
202601010201,5,札幌,ダ,264.3,平坦,差,9.0,6.99,2.0,7,2.0,0,0,0
202601010201,6,札幌,ダ,264.3,平坦,逃,4.0,1.5,3.0,10,-6.0,0,0,0
202601010201,7,札幌,ダ,264.3,平坦,逃,8.0,4.68,3.0,9,-1.0,0,0,0
202601010201,8,札幌,ダ,264.3,平坦,先,2.0,1.07,2.0,5,-3.0,0,0,0
202601010201,9,札幌,ダ,264.3,平坦,先,5.0,1.68,0.0,12,-7.0,0,0,0
202601010201,10,札幌,ダ,264.3,平坦,先,1.0,0.0,3.0,1,0.0,1,1,1
202601010201,11,札幌,ダ,264.3,平坦,先,6.0,2.71,3.0,6,0.0,0,0,0
202601010201,12,札幌,ダ,264.3,平坦,追,10.0,7.42,1.0,11,-1.0,0,0,0
202601010202,1,札幌,ダ,264.3,平坦,差,5.0,2.67,2.0,9,-4.0,0,0,0
202601010202,2,札幌,ダ,264.3,平坦,逃,1.0,0.0,2.0,5,-4.0,0,0,0
202601010202,3,札幌,ダ,264.3,平坦,差,8.0,4.69,3.0,8,0.0,0,0,0
202601010202,4,札幌,ダ,264.3,平坦,先,7.0,3.91,0.0,10,-3.0,0,0,0
202601010202,5,札幌,ダ,264.3,平坦,先,2.0,0.85,3.0,2,0.0,0,1,1
202601010202,6,札幌,ダ,264.3,平坦,差,4.0,2.35,3.0,3,1.0,0,0,1
202601010202,7,札幌,ダ,264.3,平坦,差,10.0,9.94,3.0,6,4.0,0,0,0
202601010202,8,札幌,ダ,264.3,平坦,差,3.0,1.62,2.0,4,-1.0,0,0,0
202601010202,9,札幌,ダ,264.3,平坦,差,9.0,5.12,1.0,1,8.0,1,1,1
202601010202,10,札幌,ダ,264.3,平坦,先,6.0,2.86,0.0,7,-1.0,0,0,0
202601010203,1,札幌,芝,266.1,平坦,先,2.0,1.24,1.0,10,-8.0,0,0,0
202601010203,2,札幌,芝,266.1,平坦,先,3.0,1.58,1.0,7,-4.0,0,0,0
202601010203,3,札幌,芝,266.1,平坦,先,15.0,9.37,3.0,13,2.0,0,0,0
202601010203,4,札幌,芝,266.1,平坦,差,14.0,8.27,2.0,4,10.0,0,0,0
202601010203,5,札幌,芝,266.1,平坦,差,9.0,5.25,1.0,6,3.0,0,0,0
202601010203,6,札幌,芝,266.1,平坦,先,16.0,9.94,2.0,2,14.0,0,1,1
202601010203,7,札幌,芝,266.1,平坦,差,13.0,7.88,3.0,8,5.0,0,0,0
202601010203,8,札幌,芝,266.1,平坦,逃,7.0,3.86,3.0,1,6.0,1,1,1
202601010203,9,札幌,芝,266.1,平坦,差,10.0,6.67,2.0,11,-1.0,0,0,0
202601010203,10,札幌,芝,266.1,平坦,先,6.0,3.73,2.0,5,1.0,0,0,0
202601010203,11,札幌,芝,266.1,平坦,先,4.0,2.49,3.0,3,1.0,0,0,1
202601010203,12,札幌,芝,266.1,平坦,差,12.0,7.71,1.0,14,-2.0,0,0,0
202601010203,13,札幌,芝,266.1,平坦,差,11.0,6.82,0.0,16,-5.0,0,0,0
202601010203,14,札幌,芝,266.1,平坦,先,1.0,0.0,3.0,9,-8.0,0,0,0
202601010203,15,札幌,芝,266.1,平坦,差,8.0,4.43,2.0,15,-7.0,0,0,0
202601010203,16,札幌,芝,266.1,平坦,先,5.0,3.13,1.0,12,-7.0,0,0,0
202601010204,1,札幌,ダ,264.3,平坦,差,5.0,3.64,3.0,1,4.0,1,1,1
202601010204,2,札幌,ダ,264.3,平坦,追,11.0,9.94,0.0,11,0.0,0,0,0
202601010204,3,札幌,ダ,264.3,平坦,差,10.0,9.52,1.0,8,2.0,0,0,0
202601010204,4,札幌,ダ,264.3,平坦,逃,1.0,0.0,2.0,10,-9.0,0,0,0
202601010204,5,札幌,ダ,264.3,平坦,先,2.0,1.14,3.0,6,-4.0,0,0,0
202601010204,6,札幌,ダ,264.3,平坦,差,6.0,4.71,2.0,5,1.0,0,0,0
202601010204,7,札幌,ダ,264.3,平坦,差,9.0,6.39,3.0,7,2.0,0,0,0
202601010204,8,札幌,ダ,264.3,平坦,差,7.0,5.06,1.0,2,5.0,0,1,1
202601010204,9,札幌,ダ,264.3,平坦,差,3.0,1.91,3.0,3,0.0,0,0,1
202601010204,10,札幌,ダ,264.3,平坦,先,4.0,2.86,3.0,4,0.0,0,0,0
202601010204,11,札幌,ダ,264.3,平坦,差,8.0,6.3,1.0,9,-1.0,0,0,0
202601010205,1,札幌,芝,266.1,平坦,不明,9.0,7.15,2.0,8,1.0,0,0,0
202601010205,2,札幌,芝,266.1,平坦,不明,2.0,0.69,3.0,2,0.0,0,1,1
202601010205,3,札幌,芝,266.1,平坦,不明,5.0,3.3,2.0,7,-2.0,0,0,0
202601010205,4,札幌,芝,266.1,平坦,不明,3.0,3.0,3.0,4,-1.0,0,0,0
202601010205,5,札幌,芝,266.1,平坦,不明,1.0,0.0,1.0,9,-8.0,0,0,0
202601010205,6,札幌,芝,266.1,平坦,不明,6.0,4.46,2.0,3,3.0,0,0,1
202601010205,7,札幌,芝,266.1,平坦,不明,10.0,9.94,1.0,6,4.0,0,0,0
202601010205,8,札幌,芝,266.1,平坦,不明,7.0,4.55,1.0,5,2.0,0,0,0
202601010205,9,札幌,芝,266.1,平坦,不明,4.0,3.01,3.0,1,3.0,1,1,1
202601010205,10,札幌,芝,266.1,平坦,不明,8.0,5.58,2.0,10,-2.0,0,0,0
202601010206,1,札幌,芝,266.1,平坦,差,12.0,9.94,2.0,7,5.0,0,0,0
202601010206,2,札幌,芝,266.1,平坦,追,4.0,3.58,2.0,1,3.0,1,1,1
202601010206,3,札幌,芝,266.1,平坦,追,10.0,9.55,1.0,12,-2.0,0,0,0
202601010206,4,札幌,芝,266.1,平坦,差,9.0,8.42,0.0,11,-2.0,0,0,0
202601010206,5,札幌,芝,266.1,平坦,逃,8.0,8.3,0.0,10,-2.0,0,0,0
202601010206,6,札幌,芝,266.1,平坦,差,6.0,6.24,3.0,5,1.0,0,0,0
202601010206,7,札幌,芝,266.1,平坦,差,11.0,9.66,2.0,6,5.0,0,0,0
202601010206,8,札幌,芝,266.1,平坦,差,5.0,5.17,2.0,2,3.0,0,1,1
202601010206,9,札幌,芝,266.1,平坦,差,1.0,0.0,3.0,3,-2.0,0,0,1
202601010206,10,札幌,芝,266.1,平坦,差,7.0,8.2,2.0,8,-1.0,0,0,0
202601010206,11,札幌,芝,266.1,平坦,先,2.0,2.34,3.0,9,-7.0,0,0,0
202601010206,12,札幌,芝,266.1,平坦,差,3.0,2.53,2.0,4,-1.0,0,0,0
202601010207,1,札幌,ダ,264.3,平坦,差,7.0,9.94,1.0,6,1.0,0,0,0
202601010207,2,札幌,ダ,264.3,平坦,先,6.0,8.06,2.0,2,4.0,0,1,1
202601010207,3,札幌,ダ,264.3,平坦,先,4.0,3.34,3.0,7,-3.0,0,0,0
202601010207,4,札幌,ダ,264.3,平坦,先,5.0,3.58,2.0,3,2.0,0,0,1
202601010207,5,札幌,ダ,264.3,平坦,逃,2.0,1.88,2.0,4,-2.0,0,0,0
202601010207,6,札幌,ダ,264.3,平坦,差,1.0,0.0,2.0,1,0.0,1,1,1
202601010207,7,札幌,ダ,264.3,平坦,先,3.0,3.06,1.0,5,-2.0,0,0,0
202601010208,1,札幌,芝,266.1,平坦,先,2.0,0.47,3.0,1,1.0,1,1,1
202601010208,2,札幌,芝,266.1,平坦,逃,4.0,2.27,1.0,2,2.0,0,1,1
202601010208,3,札幌,芝,266.1,平坦,差,7.0,6.34,2.0,10,-3.0,0,0,0
202601010208,4,札幌,芝,266.1,平坦,差,9.0,8.16,2.0,11,-2.0,0,0,0
202601010208,5,札幌,芝,266.1,平坦,先,6.0,4.72,2.0,7,-1.0,0,0,0
202601010208,6,札幌,芝,266.1,平坦,逃,8.0,7.99,2.0,5,3.0,0,0,0
202601010208,7,札幌,芝,266.1,平坦,差,10.0,8.47,3.0,4,6.0,0,0,0
202601010208,8,札幌,芝,266.1,平坦,先,5.0,3.07,2.0,3,2.0,0,0,1
202601010208,9,札幌,芝,266.1,平坦,差,11.0,8.97,3.0,6,5.0,0,0,0
202601010208,10,札幌,芝,266.1,平坦,逃,1.0,0.0,0.0,8,-7.0,0,0,0
202601010208,11,札幌,芝,266.1,平坦,追,12.0,9.94,2.0,12,0.0,0,0,0
202601010208,12,札幌,芝,266.1,平坦,先,3.0,1.54,3.0,9,-6.0,0,0,0
202601010209,1,札幌,ダ,264.3,平坦,先,6.0,2.13,3.0,2,4.0,0,1,1
202601010209,2,札幌,ダ,264.3,平坦,逃,4.0,0.44,3.0,5,-1.0,0,0,0
202601010209,3,札幌,ダ,264.3,平坦,先,7.0,3.59,3.0,7,0.0,0,0,0
202601010209,4,札幌,ダ,264.3,平坦,差,8.0,9.94,0.0,6,2.0,0,0,0
202601010209,5,札幌,ダ,264.3,平坦,差,5.0,0.89,3.0,1,4.0,1,1,1
202601010209,6,札幌,ダ,264.3,平坦,先,2.0,0.28,3.0,3,-1.0,0,0,1
202601010209,7,札幌,ダ,264.3,平坦,先,3.0,0.36,2.0,4,-1.0,0,0,0
202601010209,8,札幌,ダ,264.3,平坦,先,1.0,0.0,1.0,8,-7.0,0,0,0
202601010210,1,札幌,芝,266.1,平坦,差,6.0,6.16,1.0,3,3.0,0,0,1
202601010210,2,札幌,芝,266.1,平坦,差,9.0,9.94,1.0,2,7.0,0,1,1
202601010210,3,札幌,芝,266.1,平坦,先,4.0,4.28,1.0,6,-2.0,0,0,0
202601010210,4,札幌,芝,266.1,平坦,先,5.0,5.76,1.0,8,-3.0,0,0,0
202601010210,5,札幌,芝,266.1,平坦,先,3.0,2.39,1.0,4,-1.0,0,0,0
202601010210,6,札幌,芝,266.1,平坦,差,7.0,6.73,1.0,9,-2.0,0,0,0
202601010210,8,札幌,芝,266.1,平坦,先,2.0,0.31,1.0,1,1.0,1,1,1
202601010210,9,札幌,芝,266.1,平坦,先,8.0,8.19,1.0,7,1.0,0,0,0
202601010210,10,札幌,芝,266.1,平坦,逃,1.0,0.0,1.0,5,-4.0,0,0,0
202601010211,1,札幌,芝,266.1,平坦,差,3.0,3.46,3.0,5,-2.0,0,0,0
202601010211,2,札幌,芝,266.1,平坦,差,2.0,2.32,1.0,1,1.0,1,1,1
202601010211,3,札幌,芝,266.1,平坦,先,1.0,0.0,3.0,7,-6.0,0,0,0
202601010211,4,札幌,芝,266.1,平坦,差,4.0,3.66,3.0,3,1.0,0,0,1
202601010211,5,札幌,芝,266.1,平坦,差,10.0,7.02,2.0,9,1.0,0,0,0
202601010211,6,札幌,芝,266.1,平坦,差,12.0,8.37,1.0,11,1.0,0,0,0
202601010211,8,札幌,芝,266.1,平坦,逃,7.0,4.91,2.0,8,-1.0,0,0,0
202601010211,9,札幌,芝,266.1,平坦,差,8.0,6.05,0.0,6,2.0,0,0,0
202601010211,10,札幌,芝,266.1,平坦,差,11.0,7.61,3.0,12,-1.0,0,0,0
202601010211,11,札幌,芝,266.1,平坦,先,9.0,6.15,1.0,10,-1.0,0,0,0
202601010211,12,札幌,芝,266.1,平坦,追,13.0,9.94,3.0,4,9.0,0,0,0
202601010211,13,札幌,芝,266.1,平坦,差,6.0,4.3,2.0,2,4.0,0,1,1
202601010212,1,札幌,芝,266.1,平坦,先,2.0,0.94,2.0,3,-1.0,0,0,1
202601010212,2,札幌,芝,266.1,平坦,差,6.0,5.81,3.0,5,1.0,0,0,0
202601010212,3,札幌,芝,266.1,平坦,差,8.0,7.13,0.0,8,0.0,0,0,0
202601010212,4,札幌,芝,266.1,平坦,先,9.0,9.94,3.0,1,8.0,1,1,1
202601010212,5,札幌,芝,266.1,平坦,差,5.0,4.26,1.0,6,-1.0,0,0,0
202601010212,6,札幌,芝,266.1,平坦,逃,1.0,0.0,2.0,2,-1.0,0,1,1
202601010212,7,札幌,芝,266.1,平坦,差,4.0,2.8,3.0,9,-5.0,0,0,0
202601010212,8,札幌,芝,266.1,平坦,差,3.0,2.04,2.0,4,-1.0,0,0,0
202601010212,9,札幌,芝,266.1,平坦,差,7.0,7.04,2.0,7,0.0,0,0,0
202601010301,1,札幌,ダ,264.3,平坦,先,1.0,0.0,3.0,5,-4.0,0,0,0
202601010301,2,札幌,ダ,264.3,平坦,逃,4.0,3.76,2.0,11,-7.0,0,0,0
202601010301,3,札幌,ダ,264.3,平坦,差,7.0,5.46,3.0,3,4.0,0,0,1
202601010301,4,札幌,ダ,264.3,平坦,差,8.0,6.2,1.0,4,4.0,0,0,0
202601010301,5,札幌,ダ,264.3,平坦,先,6.0,4.41,1.0,2,4.0,0,1,1
202601010301,6,札幌,ダ,264.3,平坦,差,11.0,7.42,3.0,6,5.0,0,0,0
202601010301,7,札幌,ダ,264.3,平坦,差,3.0,3.68,3.0,1,2.0,1,1,1
202601010301,8,札幌,ダ,264.3,平坦,差,10.0,7.13,3.0,7,3.0,0,0,0
202601010301,9,札幌,ダ,264.3,平坦,先,5.0,3.93,1.0,10,-5.0,0,0,0
202601010301,10,札幌,ダ,264.3,平坦,差,9.0,6.71,0.0,8,1.0,0,0,0
202601010301,11,札幌,ダ,264.3,平坦,先,2.0,3.66,3.0,9,-7.0,0,0,0
202601010301,12,札幌,ダ,264.3,平坦,追,12.0,9.94,1.0,12,0.0,0,0,0
202601010302,1,札幌,芝,266.1,平坦,差,8.0,9.48,1.0,4,4.0,0,0,0
202601010302,2,札幌,芝,266.1,平坦,逃,4.0,1.76,2.0,3,1.0,0,0,1
202601010302,3,札幌,芝,266.1,平坦,差,5.0,4.87,2.0,7,-2.0,0,0,0
202601010302,4,札幌,芝,266.1,平坦,先,2.0,1.4,1.0,2,0.0,0,1,1
202601010302,5,札幌,芝,266.1,平坦,差,7.0,6.76,3.0,9,-2.0,0,0,0
202601010302,6,札幌,芝,266.1,平坦,差,1.0,0.0,3.0,1,0.0,1,1,1
202601010302,7,札幌,芝,266.1,平坦,差,9.0,9.94,1.0,5,4.0,0,0,0
202601010302,8,札幌,芝,266.1,平坦,差,6.0,5.55,1.0,6,0.0,0,0,0
202601010302,9,札幌,芝,266.1,平坦,先,3.0,1.52,1.0,8,-5.0,0,0,0
202601010303,1,札幌,ダ,264.3,平坦,差,9.0,6.18,2.0,8,1.0,0,0,0
202601010303,2,札幌,ダ,264.3,平坦,差,10.0,6.79,2.0,11,-1.0,0,0,0
